date,AQI,temperature_c,humidity_percent,wind_speed_kmph
2028-10-11,364,30.3,62,7.0
2028-10-12,447,9.2,51,13.6
2028-10-13,449,30.1,32,12.0
2028-10-14,291,8.8,57,13.2
2028-10-15,324,8.8,45,19.3
2028-10-16,455,34.1,24,14.2
2028-10-17,272,18.0,68,13.0
2028-10-18,400,44.1,24,12.5
2028-10-19,215,6.5,90,8.3
2028-10-20,275,22.8,67,16.9
2028-10-21,154,9.5,37,7.9
2028-10-22,297,19.1,25,14.2
2028-10-23,160,44.9,85,6.2
2028-10-24,266,40.6,61,3.4
2028-10-25,47,6.9,71,3.0
2028-10-26,69,27.5,30,12.9
2028-10-27,50,30.9,45,6.9
2028-10-28,428,13.4,40,5.9
2028-10-29,254,10.8,85,12.0
2028-10-30,384,41.2,59,1.0
2028-10-31,311,43.8,75,5.3
2028-11-01,37,44.7,70,7.1
2028-11-02,129,36.6,39,14.3
2028-11-03,269,31.5,76,11.1
2028-11-04,116,18.8,24,17.2
2028-11-05,327,11.9,33,7.0
2028-11-06,457,8.2,43,6.3
2028-11-07,43,32.7,87,1.1
2028-11-08,363,36.4,71,19.1
2028-11-09,31,38.1,67,10.3
2028-11-10,404,41.6,66,10.3
2028-11-11,322,40.2,79,18.5
2028-11-12,354,45.0,92,6.2
2028-11-13,451,14.8,22,7.0
2028-11-14,70,35.5,28,13.3
2028-11-15,347,28.5,43,15.8
2028-11-16,345,15.4,23,14.1
2028-11-17,410,44.3,28,15.9
2028-11-18,140,40.9,20,11.7
2028-11-19,43,10.1,54,17.3
2028-11-20,260,6.0,93,11.2
2028-11-21,113,32.5,31,5.0
2028-11-22,159,29.2,37,11.1
2028-11-23,260,42.4,29,14.4
2028-11-24,355,14.4,93,13.2
2028-11-25,174,8.4,37,5.2
2028-11-26,408,15.4,43,1.3
2028-11-27,374,5.8,20,5.4
2028-11-28,57,6.4,91,19.7
2028-11-29,95,41.6,35,4.1
2028-11-30,192,19.1,34,9.6
2028-12-01,258,21.4,81,12.9
2028-12-02,290,5.7,24,17.6
2028-12-03,478,15.8,64,15.3
2028-12-04,453,37.2,71,18.2
2028-12-05,489,29.6,90,12.3
2028-12-06,469,35.2,26,17.4
2028-12-07,193,22.9,46,5.6
2028-12-08,330,17.4,32,8.9
2028-12-09,436,24.3,36,17.0
2028-12-10,332,17.9,63,6.8
2028-12-11,316,38.6,32,17.5
2028-12-12,424,16.9,92,7.6
2028-12-13,39,31.4,24,7.6
2028-12-14,224,10.5,52,6.5
2028-12-15,147,32.5,23,11.2
2028-12-16,299,41.5,45,3.0
2028-12-17,109,29.3,87,1.2
2028-12-18,487,27.4,35,18.0
2028-12-19,122,43.4,41,18.6
2028-12-20,295,30.1,55,2.0
2028-12-21,361,15.4,77,11.2
2028-12-22,379,16.7,74,11.0
2028-12-23,390,33.2,54,7.8
2028-12-24,286,34.4,44,11.6
2028-12-25,162,17.1,91,9.4
2028-12-26,305,18.8,80,10.0
2028-12-27,293,44.6,37,15.2
2028-12-28,200,9.1,77,10.8
2028-12-29,489,21.2,76,6.8
2028-12-30,30,7.5,82,11.8
2028-12-31,342,37.8,31,13.0
2029-01-01,93,8.7,30,13.4
2029-01-02,403,32.0,32,12.6
2029-01-03,497,7.3,54,13.5
2029-01-04,313,31.9,46,6.5
2029-01-05,150,38.7,86,9.2
2029-01-06,136,21.0,64,13.5
2029-01-07,450,25.9,93,15.2
2029-01-08,204,21.1,86,9.0
2029-01-09,233,17.0,41,7.6
2029-01-10,194,37.1,61,14.5
2029-01-11,334,15.9,39,4.8
2029-01-12,149,33.9,67,0.7
2029-01-13,73,13.2,37,9.7
2029-01-14,341,15.0,89,3.9
2029-01-15,185,18.5,93,7.9
2029-01-16,396,28.6,25,6.2
2029-01-17,236,23.2,58,15.7
2029-01-18,419,34.8,30,7.0
2029-01-19,137,13.5,44,13.0
2029-01-20,280,5.4,74,13.6
2029-01-21,474,36.1,77,9.4
2029-01-22,433,37.9,56,2.1
2029-01-23,399,7.4,35,14.2
2029-01-24,363,29.4,89,2.0
2029-01-25,159,20.1,92,2.4
2029-01-26,486,36.8,56,4.3
2029-01-27,322,40.0,72,6.0
2029-01-28,49,39.0,35,17.0
2029-01-29,311,36.1,37,13.7
2029-01-30,314,15.8,38,8.1
2029-01-31,30,37.5,63,19.6
2029-02-01,148,26.3,21,5.3
2029-02-02,64,7.1,77,12.4
2029-02-03,227,23.3,29,17.0
2029-02-04,274,42.7,65,16.1
2029-02-05,88,40.5,38,2.3
2029-02-06,354,9.1,57,14.1
2029-02-07,190,34.8,56,5.5
2029-02-08,208,37.2,64,7.4
2029-02-09,235,15.9,53,10.0
2029-02-10,41,23.9,21,15.9
2029-02-11,305,33.4,63,3.7
2029-02-12,210,22.6,46,2.6
2029-02-13,271,9.5,67,3.5
2029-02-14,245,33.2,26,4.8
2029-02-15,280,41.5,46,1.7
2029-02-16,328,31.1,90,18.6
2029-02-17,155,36.0,37,6.7
2029-02-18,246,19.3,52,4.0
2029-02-19,335,12.3,52,12.9
2029-02-20,314,30.7,44,15.8
2029-02-21,214,18.1,33,15.2
2029-02-22,68,39.4,57,14.5
2029-02-23,252,9.9,57,1.5
2029-02-24,213,22.3,23,15.8
2029-02-25,456,20.9,81,10.3
2029-02-26,207,42.5,29,13.2
2029-02-27,436,11.1,54,19.2
2029-02-28,457,5.4,42,16.3
2029-03-01,323,14.5,84,16.6
2029-03-02,369,37.8,44,4.0
2029-03-03,180,13.4,72,9.8
2029-03-04,413,14.6,36,19.0
2029-03-05,155,10.2,76,11.9
2029-03-06,330,33.6,94,2.5
2029-03-07,337,7.8,39,14.8
2029-03-08,365,18.2,44,1.3
2029-03-09,463,16.3,61,15.0
2029-03-10,263,27.2,64,17.7
2029-03-11,409,34.2,50,8.8
2029-03-12,404,26.3,84,8.6
2029-03-13,37,42.2,71,6.4
2029-03-14,370,43.1,40,17.6
2029-03-15,158,19.5,49,11.2
2029-03-16,293,36.1,22,11.8
2029-03-17,186,34.6,89,13.4
2029-03-18,381,40.7,62,6.4
2029-03-19,387,22.9,48,8.9
2029-03-20,34,26.2,22,15.0
2029-03-21,115,21.6,77,19.7
2029-03-22,204,39.0,52,1.2
2029-03-23,319,14.2,94,1.3
2029-03-24,222,14.6,64,8.8
2029-03-25,340,19.9,88,13.4
2029-03-26,148,14.2,51,8.0
2029-03-27,247,27.4,71,20.0
2029-03-28,456,10.4,83,4.3
2029-03-29,487,17.8,59,0.7
2029-03-30,443,41.5,32,4.2
2029-03-31,143,21.4,93,17.8
2029-04-01,495,34.9,48,3.3
2029-04-02,174,9.5,82,9.8
2029-04-03,55,14.9,45,8.7
2029-04-04,165,37.3,78,13.5
2029-04-05,332,35.5,68,1.6
2029-04-06,261,20.4,72,13.3
2029-04-07,398,43.2,50,7.4
2029-04-08,105,41.4,31,18.6
2029-04-09,357,43.5,77,17.1
2029-04-10,374,22.1,55,8.3
2029-04-11,331,12.9,29,19.9
2029-04-12,481,30.1,25,1.5
2029-04-13,318,32.4,26,15.9
2029-04-14,30,10.0,50,9.0
2029-04-15,176,36.5,91,8.9
2029-04-16,316,5.7,22,3.8
2029-04-17,493,24.3,66,10.5
2029-04-18,171,18.2,20,2.2
2029-04-19,82,34.6,64,12.5
2029-04-20,333,17.5,73,5.2
2029-04-21,98,38.1,69,14.6
2029-04-22,390,28.8,26,12.3
2029-04-23,119,36.8,82,15.1
2029-04-24,475,44.6,34,15.1
2029-04-25,249,32.2,86,4.3
2029-04-26,479,44.4,49,0.5
2029-04-27,221,6.2,87,7.6
2029-04-28,483,18.5,55,18.4
2029-04-29,92,9.3,86,11.8
2029-04-30,102,15.5,24,14.7
2029-05-01,190,38.6,44,17.7
2029-05-02,198,6.3,30,18.2
2029-05-03,118,25.8,91,10.8
2029-05-04,205,27.7,85,11.0
2029-05-05,298,27.4,47,17.1
2029-05-06,102,24.0,79,16.2
2029-05-07,274,36.6,29,14.1
2029-05-08,106,10.3,69,12.3
2029-05-09,188,17.4,58,12.5
2029-05-10,488,29.6,56,7.6
2029-05-11,353,32.6,82,16.9
2029-05-12,127,21.2,80,12.5
2029-05-13,410,40.0,57,4.9
2029-05-14,131,21.6,52,5.2
2029-05-15,161,21.1,94,17.3
2029-05-16,131,6.4,64,12.7
2029-05-17,48,27.0,63,8.3
2029-05-18,483,33.3,20,4.1
2029-05-19,111,9.6,72,12.4
2029-05-20,426,17.2,66,4.1
2029-05-21,308,36.3,52,9.7
2029-05-22,368,19.6,86,13.7
2029-05-23,394,14.7,34,11.5
2029-05-24,360,31.9,33,18.5
2029-05-25,158,12.9,42,1.3
2029-05-26,373,40.8,73,6.0
2029-05-27,339,9.2,27,1.6
2029-05-28,484,33.3,73,4.3
2029-05-29,118,25.0,55,2.9
2029-05-30,242,39.8,71,14.8
2029-05-31,172,10.0,25,7.7
2029-06-01,94,32.1,47,18.5
2029-06-02,105,27.9,69,1.0
2029-06-03,228,24.2,57,13.2
2029-06-04,172,24.7,49,19.4
2029-06-05,434,33.9,92,3.9
2029-06-06,432,42.5,73,9.1
2029-06-07,345,8.7,90,14.2
2029-06-08,122,5.8,65,12.8
2029-06-09,446,37.2,47,11.5
2029-06-10,334,9.3,36,6.9
2029-06-11,253,44.5,67,14.7
2029-06-12,320,29.8,63,13.2
2029-06-13,457,31.0,79,3.7
2029-06-14,131,13.0,79,19.3
2029-06-15,296,14.6,24,11.3
2029-06-16,384,31.4,88,10.7
2029-06-17,485,41.4,89,17.0
2029-06-18,139,44.3,26,13.0
2029-06-19,491,12.9,72,2.0
2029-06-20,359,10.4,36,10.4
2029-06-21,479,7.3,78,15.7
2029-06-22,459,39.7,28,14.1
2029-06-23,294,16.8,41,19.4
2029-06-24,32,5.1,64,1.0
2029-06-25,114,14.0,92,5.6
2029-06-26,311,18.6,78,11.2
2029-06-27,357,44.6,32,12.6
2029-06-28,333,25.9,31,5.8
2029-06-29,479,13.2,55,16.6
2029-06-30,483,18.4,29,3.7
2029-07-01,441,18.2,35,0.5
2029-07-02,146,5.8,38,19.1
2029-07-03,250,10.4,25,8.1
2029-07-04,183,32.8,23,19.2
2029-07-05,182,9.8,49,5.9
2029-07-06,41,14.2,65,1.7
2029-07-07,162,19.0,46,15.6
2029-07-08,333,35.3,64,16.8
2029-07-09,322,28.3,56,10.1
2029-07-10,492,32.6,28,1.9
2029-07-11,329,27.7,80,13.3
2029-07-12,257,32.3,54,4.1
2029-07-13,300,5.1,66,17.1
2029-07-14,72,42.2,40,5.8
2029-07-15,461,9.4,36,17.0
2029-07-16,372,21.2,74,8.8
2029-07-17,355,35.8,25,12.1
2029-07-18,331,22.4,54,15.9
2029-07-19,393,42.9,69,1.3
2029-07-20,408,23.7,56,16.5
2029-07-21,456,40.0,32,3.2
2029-07-22,50,37.4,44,7.5
2029-07-23,436,44.2,20,9.7
2029-07-24,136,42.1,68,18.0
2029-07-25,365,40.9,54,0.9
2029-07-26,332,34.3,72,11.4
2029-07-27,146,19.7,71,13.0
2029-07-28,153,9.2,73,6.7
2029-07-29,428,32.5,66,6.2
2029-07-30,310,44.1,62,10.1
2029-07-31,321,34.1,39,4.1
2029-08-01,232,42.1,52,9.6
2029-08-02,80,37.2,35,15.4
2029-08-03,300,11.5,26,17.0
2029-08-04,353,15.0,89,8.0
2029-08-05,306,18.7,40,12.5
2029-08-06,170,11.7,55,0.5
2029-08-07,499,28.3,73,11.2
2029-08-08,304,44.0,38,19.5
2029-08-09,319,35.5,44,6.6
2029-08-10,363,21.9,86,12.1
2029-08-11,410,5.2,72,15.4
2029-08-12,481,17.5,94,12.4
2029-08-13,402,26.1,67,8.7
2029-08-14,81,18.0,61,3.5
2029-08-15,56,9.4,66,9.5
2029-08-16,186,22.7,61,6.2
2029-08-17,268,15.1,21,14.1
2029-08-18,185,41.4,25,9.1
2029-08-19,320,9.1,65,17.1
2029-08-20,165,7.0,85,4.3
2029-08-21,173,5.2,59,8.6
2029-08-22,135,18.1,77,11.4
2029-08-23,449,31.4,93,3.0
2029-08-24,187,34.2,52,12.0
2029-08-25,175,23.1,81,6.2
2029-08-26,31,32.4,31,5.0
2029-08-27,462,19.4,68,3.3
2029-08-28,106,31.7,24,7.3
2029-08-29,161,6.6,70,18.6
2029-08-30,119,20.6,88,1.1
2029-08-31,374,36.6,51,17.1
2029-09-01,379,37.1,68,8.2
2029-09-02,488,33.6,79,11.5
2029-09-03,292,13.2,65,10.5
2029-09-04,380,14.9,87,18.6
2029-09-05,137,44.8,60,15.5
2029-09-06,103,9.1,86,19.7
2029-09-07,68,12.2,32,16.0
2029-09-08,426,10.2,37,6.3
2029-09-09,188,18.1,70,19.3
2029-09-10,100,13.4,55,19.7
2029-09-11,476,24.9,53,2.9
2029-09-12,341,24.0,31,18.1
2029-09-13,270,41.1,24,13.5
2029-09-14,455,6.4,67,18.5
2029-09-15,474,17.8,59,18.4
2029-09-16,327,28.9,32,17.9
2029-09-17,469,29.2,45,17.8
2029-09-18,65,24.2,33,2.8
2029-09-19,113,37.6,30,3.3
2029-09-20,481,7.5,57,2.8
2029-09-21,403,37.6,76,2.3
2029-09-22,292,24.8,41,7.4
2029-09-23,339,10.4,35,13.8
2029-09-24,414,40.4,48,7.4
2029-09-25,201,31.0,21,14.5
2029-09-26,405,11.5,73,16.5
2029-09-27,202,6.3,21,13.5
2029-09-28,391,10.6,22,9.6
2029-09-29,76,29.4,75,6.3
2029-09-30,408,12.2,91,2.9
2029-10-01,170,14.0,30,10.1
2029-10-02,404,6.0,51,14.5
2029-10-03,435,33.9,23,11.2
2029-10-04,147,37.4,28,14.6
2029-10-05,306,36.9,75,7.0
2029-10-06,243,10.1,35,1.8
2029-10-07,249,41.1,90,15.5
2029-10-08,422,31.9,29,4.8
2029-10-09,55,40.9,55,12.5
2029-10-10,38,22.9,43,16.2
2029-10-11,300,22.5,83,3.2
2029-10-12,39,36.4,75,12.2
2029-10-13,407,8.7,41,13.9
2029-10-14,150,25.8,71,15.1
2029-10-15,154,38.5,69,3.4
2029-10-16,199,38.2,66,16.6
2029-10-17,101,43.2,42,2.3
2029-10-18,181,32.9,38,10.6
2029-10-19,237,13.3,71,9.1
2029-10-20,78,5.8,53,4.8
2029-10-21,183,24.2,48,6.4
2029-10-22,376,25.5,80,3.7
2029-10-23,322,14.6,54,8.8
2029-10-24,97,10.0,24,1.2
2029-10-25,79,28.4,26,17.8
2029-10-26,181,35.6,60,3.7
2029-10-27,48,44.7,21,17.8
2029-10-28,129,35.3,29,17.3
2029-10-29,89,36.7,63,9.3
2029-10-30,196,29.7,89,10.2
2029-10-31,231,44.4,54,6.4
2029-11-01,374,30.6,81,19.9
2029-11-02,175,39.4,93,13.6
2029-11-03,432,42.8,92,19.1
2029-11-04,193,42.2,39,8.6
2029-11-05,487,20.3,54,17.7
2029-11-06,468,8.1,56,9.2
2029-11-07,271,11.9,91,17.4
2029-11-08,98,7.4,73,3.1
2029-11-09,204,9.2,47,12.9
2029-11-10,78,12.4,89,13.7
2029-11-11,137,18.6,51,13.3
2029-11-12,255,26.7,30,9.2
2029-11-13,190,33.5,61,13.8
2029-11-14,148,13.4,42,5.2
2029-11-15,178,31.9,49,12.1
2029-11-16,494,33.2,28,11.3
2029-11-17,179,27.3,78,6.7
2029-11-18,461,41.1,47,15.7
2029-11-19,322,9.4,52,2.1
2029-11-20,172,12.1,66,3.8
2029-11-21,448,22.1,41,9.7
2029-11-22,484,10.1,48,17.9
2029-11-23,189,27.7,53,11.7
2029-11-24,40,20.9,61,16.9
2029-11-25,167,16.4,71,10.6
2029-11-26,486,11.8,66,15.8
2029-11-27,107,18.4,93,6.9
2029-11-28,106,29.3,70,16.4
2029-11-29,470,28.0,64,8.3
2029-11-30,283,11.5,94,11.4
2029-12-01,438,10.0,53,3.9
2029-12-02,287,6.1,40,18.4
2029-12-03,349,5.5,32,14.2
2029-12-04,320,40.2,73,17.2
2029-12-05,292,6.8,44,4.6
2029-12-06,114,34.2,40,1.8
2029-12-07,175,39.9,20,7.1
2029-12-08,352,8.9,77,10.6
2029-12-09,71,22.5,88,16.1
2029-12-10,403,43.5,90,8.3
2029-12-11,154,38.4,32,5.8
2029-12-12,196,24.6,71,7.8
2029-12-13,454,35.5,42,14.2
2029-12-14,270,38.3,40,7.1
2029-12-15,488,18.9,25,19.6
2029-12-16,309,40.7,39,3.9
2029-12-17,217,23.8,59,15.2
2029-12-18,331,26.1,28,12.0
2029-12-19,48,45.0,69,5.0
2029-12-20,97,38.7,47,15.2
2029-12-21,247,19.5,30,9.2
2029-12-22,131,5.4,94,13.8
2029-12-23,71,30.0,75,13.4
2029-12-24,317,33.2,54,2.7
2029-12-25,196,31.0,44,16.9
2029-12-26,138,43.7,38,13.8
2029-12-27,65,39.5,50,15.7
2029-12-28,261,23.0,69,9.2
2029-12-29,258,7.5,82,4.3
2029-12-30,382,24.0,66,6.9
2029-12-31,193,32.6,20,18.1
2030-01-01,416,29.3,77,18.8
2030-01-02,102,26.5,29,9.9
2030-01-03,165,23.8,27,6.3
2030-01-04,382,16.8,45,14.7
2030-01-05,408,16.1,53,15.4
2030-01-06,99,25.0,38,16.4
2030-01-07,454,11.4,91,1.1
2030-01-08,225,18.6,20,0.7
2030-01-09,298,18.0,67,7.5
2030-01-10,78,28.5,44,3.5
2030-01-11,345,7.7,43,16.2
2030-01-12,159,38.2,66,10.9
2030-01-13,473,27.5,88,16.6
2030-01-14,34,31.8,86,3.9
2030-01-15,457,33.1,51,12.7
2030-01-16,56,16.7,36,11.8
2030-01-17,189,23.8,80,7.1
2030-01-18,178,43.2,88,10.6
2030-01-19,293,35.7,30,12.0
2030-01-20,259,43.8,57,17.8
2030-01-21,229,34.9,87,1.6
2030-01-22,79,12.0,38,16.6
2030-01-23,96,7.6,36,19.6
2030-01-24,329,28.1,32,14.8
2030-01-25,410,19.3,20,14.9
2030-01-26,87,16.0,21,4.8
2030-01-27,288,37.3,85,10.7
2030-01-28,371,19.7,87,14.3
2030-01-29,355,17.7,35,12.2
2030-01-30,159,39.0,23,8.0
2030-01-31,244,38.9,76,18.8
2030-02-01,201,19.3,92,10.5
2030-02-02,287,38.3,42,19.4
2030-02-03,131,39.0,21,11.5
2030-02-04,238,22.0,86,16.0
2030-02-05,320,7.7,45,15.0
2030-02-06,383,5.1,26,13.4
2030-02-07,315,25.9,63,0.8
2030-02-08,145,18.8,52,2.0
2030-02-09,293,44.9,83,11.8
2030-02-10,179,35.9,55,18.3
2030-02-11,329,35.5,23,12.2
2030-02-12,471,43.2,42,5.1
2030-02-13,65,40.5,44,6.7
2030-02-14,482,17.7,93,12.7
2030-02-15,362,11.6,46,12.1
2030-02-16,316,34.8,70,19.1
2030-02-17,332,20.1,88,10.8
2030-02-18,340,23.9,42,7.4
2030-02-19,237,30.2,28,10.7
2030-02-20,135,41.3,52,15.8
2030-02-21,475,21.8,54,11.0
2030-02-22,187,36.3,69,6.9
2030-02-23,150,15.7,43,7.1
2030-02-24,84,32.9,43,15.3
2030-02-25,429,5.1,38,1.8
2030-02-26,41,39.9,58,5.9
2030-02-27,174,6.2,80,3.5
2030-02-28,429,33.5,44,18.9
2030-03-01,425,6.9,44,2.3
2030-03-02,165,15.6,46,15.3
2030-03-03,497,24.9,51,12.8
2030-03-04,32,21.8,30,12.8
2030-03-05,173,12.7,88,15.4
2030-03-06,59,18.4,52,8.3
2030-03-07,266,34.1,38,8.3
2030-03-08,308,31.8,35,6.1
2030-03-09,377,7.9,30,12.2
2030-03-10,144,34.9,94,18.6
2030-03-11,133,7.1,93,18.5
2030-03-12,147,26.7,88,14.2
2030-03-13,34,15.4,74,18.2
2030-03-14,497,28.5,44,19.3
2030-03-15,389,15.5,53,16.0
2030-03-16,277,44.4,31,8.5
2030-03-17,393,17.4,40,9.9
2030-03-18,350,14.7,48,18.7
2030-03-19,150,16.1,70,13.6
2030-03-20,315,40.9,42,16.5
2030-03-21,178,30.4,52,2.8
2030-03-22,113,34.2,27,4.3
2030-03-23,483,41.7,61,7.2
2030-03-24,435,41.5,88,4.2
2030-03-25,495,34.6,60,18.2
2030-03-26,485,12.9,93,4.7
2030-03-27,260,38.7,82,11.4
2030-03-28,317,13.2,33,2.2
2030-03-29,190,34.7,81,3.5
2030-03-30,301,32.4,94,5.3
2030-03-31,489,35.4,65,19.7
2030-04-01,67,26.3,86,16.0
2030-04-02,255,30.5,72,13.6
2030-04-03,171,43.1,71,18.4
2030-04-04,321,9.0,26,19.1
2030-04-05,180,17.4,73,9.3
2030-04-06,143,29.5,30,6.9
2030-04-07,266,43.6,44,6.6
2030-04-08,95,8.8,78,1.2
2030-04-09,390,5.9,85,6.0
2030-04-10,370,7.2,46,7.4
2030-04-11,287,7.1,77,1.2
2030-04-12,278,41.3,30,17.7
2030-04-13,486,33.9,74,17.0
2030-04-14,478,32.1,38,5.4
2030-04-15,360,25.9,58,16.1
2030-04-16,352,36.3,89,16.0
2030-04-17,209,11.2,30,7.0
2030-04-18,219,20.7,33,14.1
2030-04-19,436,24.6,79,6.2
2030-04-20,183,9.4,55,1.9
2030-04-21,225,21.8,60,10.3
2030-04-22,495,17.7,21,9.0
2030-04-23,340,6.4,76,3.2
2030-04-24,291,10.5,79,10.1
2030-04-25,448,35.6,39,19.0
2030-04-26,435,5.7,41,14.8
2030-04-27,456,42.4,23,14.9
2030-04-28,172,8.5,75,15.3
2030-04-29,371,37.0,77,15.0
2030-04-30,345,40.9,84,0.9
2030-05-01,130,42.6,77,18.5
2030-05-02,273,39.7,49,16.7
2030-05-03,41,16.5,38,5.9
2030-05-04,268,18.3,81,11.3
2030-05-05,78,22.1,87,12.5
2030-05-06,71,10.6,63,3.1
2030-05-07,195,5.9,80,5.5
2030-05-08,111,39.8,40,1.0
2030-05-09,458,27.2,29,17.3
2030-05-10,320,29.3,49,1.0
2030-05-11,187,42.1,43,6.7
2030-05-12,245,31.6,67,2.0
2030-05-13,187,32.6,74,15.7
2030-05-14,491,36.5,71,18.5
2030-05-15,163,9.7,57,11.5
2030-05-16,96,19.4,86,3.2
2030-05-17,365,43.7,27,11.4
2030-05-18,36,41.9,48,15.5
2030-05-19,465,40.4,29,14.5
2030-05-20,43,23.1,88,15.0
2030-05-21,102,39.3,94,5.9
2030-05-22,428,6.9,87,1.9
2030-05-23,434,10.9,68,3.4
2030-05-24,192,21.6,77,19.1
2030-05-25,95,24.3,54,12.5
2030-05-26,376,15.5,69,14.7
2030-05-27,159,19.3,59,18.0
2030-05-28,448,11.5,31,17.1
2030-05-29,495,24.6,35,4.8
2030-05-30,235,36.8,67,1.6
2030-05-31,305,31.5,20,18.5
2030-06-01,495,9.3,84,19.6
2030-06-02,285,24.5,41,11.6
2030-06-03,295,32.9,34,17.8
2030-06-04,54,26.2,86,5.0
2030-06-05,479,20.7,33,2.7
2030-06-06,310,29.9,92,10.2
2030-06-07,282,43.7,38,16.3
2030-06-08,339,8.8,59,13.3
2030-06-09,318,20.6,23,12.9
2030-06-10,193,21.3,52,0.8
2030-06-11,124,28.1,62,6.7
2030-06-12,299,11.1,56,18.8
2030-06-13,350,12.1,85,3.1
2030-06-14,139,16.4,46,14.7
2030-06-15,365,43.2,64,15.3
2030-06-16,339,34.4,69,14.8
2030-06-17,267,31.5,82,19.8
2030-06-18,410,37.7,25,8.5
2030-06-19,465,10.1,86,13.8
2030-06-20,416,39.4,86,4.3
2030-06-21,454,28.8,78,8.3
2030-06-22,419,18.4,32,10.1
2030-06-23,54,37.6,40,4.7
2030-06-24,170,37.1,83,18.2
2030-06-25,146,38.8,56,14.5
2030-06-26,421,9.6,67,6.0
2030-06-27,434,43.8,75,3.1
2030-06-28,481,43.4,63,6.1
2030-06-29,54,19.3,32,12.6
2030-06-30,108,7.6,23,16.6
2030-07-01,97,11.7,92,10.3
2030-07-02,202,44.7,52,2.5
2030-07-03,473,27.5,56,5.4
2030-07-04,41,19.3,72,7.2
2030-07-05,317,16.5,43,12.9
2030-07-06,157,15.3,70,5.3
2030-07-07,125,31.6,60,5.1
2030-07-08,121,21.8,48,6.1
2030-07-09,170,43.6,78,12.1
2030-07-10,60,32.4,59,10.1
2030-07-11,363,36.7,70,16.9
2030-07-12,49,16.7,69,14.1
2030-07-13,175,8.2,55,13.5
2030-07-14,345,24.5,79,3.5
2030-07-15,476,17.6,37,1.6
2030-07-16,419,13.1,39,10.4
2030-07-17,189,43.1,24,1.9
2030-07-18,378,22.8,37,7.6
2030-07-19,72,12.0,59,1.0
2030-07-20,283,12.9,20,3.9
2030-07-21,159,16.2,38,2.7
2030-07-22,89,45.0,45,16.1
2030-07-23,180,15.7,48,7.2
2030-07-24,496,18.2,78,2.0
2030-07-25,316,31.4,82,5.7
2030-07-26,34,16.8,81,13.8
2030-07-27,496,13.6,67,15.0
2030-07-28,447,11.3,81,2.8
2030-07-29,295,17.5,37,15.7
2030-07-30,374,9.2,85,7.7
2030-07-31,159,5.7,46,13.7
2030-08-01,411,37.2,25,13.6
2030-08-02,296,10.5,89,16.0
2030-08-03,207,36.0,78,14.1
2030-08-04,282,36.9,25,1.3
2030-08-05,444,26.5,50,10.6
2030-08-06,85,17.4,75,3.7
2030-08-07,492,10.8,73,19.4
2030-08-08,486,34.5,60,5.5
2030-08-09,112,29.1,37,8.7
2030-08-10,422,31.2,42,4.3
2030-08-11,128,5.3,55,3.1
2030-08-12,178,42.1,44,12.2
2030-08-13,358,7.7,26,10.1
2030-08-14,185,19.7,39,7.8
2030-08-15,219,21.1,24,2.2
2030-08-16,400,5.1,37,14.9
2030-08-17,292,24.9,52,0.6
2030-08-18,109,35.1,54,9.4
2030-08-19,429,37.9,84,12.8
2030-08-20,281,40.2,82,8.9
2030-08-21,126,24.5,91,3.0
2030-08-22,289,30.2,90,15.7
2030-08-23,289,8.2,60,6.8
2030-08-24,132,24.5,69,3.1
2030-08-25,69,11.2,49,11.2
2030-08-26,302,19.8,57,0.9
2030-08-27,130,18.2,54,6.8
2030-08-28,388,21.9,85,15.1
2030-08-29,409,27.9,65,18.3
2030-08-30,337,41.1,27,12.0
2030-08-31,250,20.8,87,4.7
2030-09-01,337,44.2,56,4.8
2030-09-02,449,35.4,32,12.3
2030-09-03,153,25.5,92,8.4
2030-09-04,451,30.8,64,4.0
2030-09-05,260,9.1,48,15.9
2030-09-06,207,38.8,60,4.4
2030-09-07,92,28.3,75,6.8
2030-09-08,145,44.4,35,1.7
2030-09-09,220,30.5,31,14.2
2030-09-10,91,38.4,85,5.9
2030-09-11,285,37.0,81,5.0
2030-09-12,36,18.8,38,6.4
2030-09-13,184,15.4,49,17.5
2030-09-14,121,22.2,35,10.6
2030-09-15,499,23.7,32,3.6
2030-09-16,43,14.6,88,15.6
2030-09-17,484,40.8,42,4.6
2030-09-18,258,26.7,81,8.5
2030-09-19,115,44.1,50,11.6
2030-09-20,162,37.4,72,11.9
2030-09-21,212,27.2,36,1.8
2030-09-22,415,42.9,68,16.8
2030-09-23,91,25.2,68,9.8
2030-09-24,248,40.5,86,19.8
2030-09-25,434,19.3,45,14.5
2030-09-26,275,20.1,32,19.9
2030-09-27,259,21.7,57,9.3
2030-09-28,108,26.9,41,3.2
2030-09-29,178,27.1,48,14.7
2030-09-30,167,24.9,64,15.7
2030-10-01,343,17.2,65,17.1
2030-10-02,405,42.1,58,6.4
2030-10-03,452,28.5,88,10.5
2030-10-04,418,21.3,87,17.2
2030-10-05,94,31.0,58,17.4
2030-10-06,42,35.7,39,1.0
2030-10-07,242,43.4,87,13.6
2030-10-08,271,25.0,54,12.2
2030-10-09,242,9.5,27,2.1
2030-10-10,210,22.6,71,18.6
2030-10-11,367,24.2,59,9.2
2030-10-12,202,40.9,55,13.6
2030-10-13,189,20.8,25,17.7
2030-10-14,193,43.1,89,3.0
2030-10-15,494,24.4,92,17.2
